Gene	ID	Tumor	Normal	log2FC	Qvalue					
STT3A	ENSG00000134910.12	123.974	42.881	1.510	6.09e-118
RFK	ENSG00000135002.11	23.039	9.200	1.237	1.99e-48
TMEM2	ENSG00000135048.13	47.609	20.400	1.184	2.97e-61
GOLM1	ENSG00000135052.16	102.849	25.671	1.961	3.19e-24
FAM189A2	ENSG00000135063.17	0.310	6.470	-2.512	7.09e-127
PSAT1	ENSG00000135069.13	32.680	3.030	3.063	2.57e-159
SDS	ENSG00000135094.10	3.900	0.910	1.359	1.85e-36
HNF1A	ENSG00000135100.17	15.070	1.030	2.985	3.63e-93
OASL	ENSG00000135114.12	5.840	1.070	1.724	2.65e-31
HILPDA	ENSG00000135245.9	27.020	5.530	2.101	7.42e-86
MDFIC	ENSG00000135272.9	3.200	8.430	-1.167	2.34e-41
SYNCRIP	ENSG00000135316.17	58.989	28.320	1.033	4.06e-85
EPHA7	ENSG00000135333.13	0.120	8.950	-3.151	2.86e-86
PRR5L	ENSG00000135362.13	26.330	4.790	2.239	1.27e-23
PHF21A	ENSG00000135365.15	7.900	19.631	-1.213	1.27e-41
NAT10	ENSG00000135372.8	32.291	15.310	1.029	8.32e-94
PRRG4	ENSG00000135378.3	4.990	1.620	1.193	1.01e-41
PRPH	ENSG00000135406.13	0.450	25.490	-4.191	9.64e-146
GLS2	ENSG00000135423.12	2.950	0.650	1.259	1.76e-109
ITGA7	ENSG00000135424.15	4.040	130.146	-4.702	5.63e-114
RDH5	ENSG00000135437.9	5.740	27.140	-2.062	4.43e-129
PPP1R1A	ENSG00000135447.16	0.260	13.770	-3.551	8.15e-92
TROAP	ENSG00000135451.12	24.939	2.190	3.023	1.00e-130
PAN2	ENSG00000135473.14	15.760	54.860	-1.737	1.79e-60
ESPL1	ENSG00000135476.11	5.960	0.970	1.821	3.32e-98
KRT7	ENSG00000135480.14	6.380	1.500	1.562	8.57e-62
HNRNPA1	ENSG00000135486.17	1252.590	589.071	1.087	1.03e-57
SLC26A10	ENSG00000135502.16	0.300	17.330	-3.818	8.75e-105
MAP7	ENSG00000135525.18	35.520	2.240	3.495	5.58e-113
SMPD2	ENSG00000135587.8	17.060	7.800	1.037	2.73e-25
KIAA0513	ENSG00000135709.12	2.720	8.430	-1.342	3.31e-84
KCNK1	ENSG00000135750.14	16.200	2.510	2.293	9.94e-46
URB2	ENSG00000135763.9	5.470	2.000	1.109	1.97e-123
KIAA1614	ENSG00000135835.10	0.470	5.050	-2.041	4.19e-86
FAM129A	ENSG00000135842.16	1.600	41.541	-4.032	5.84e-110
HTR2B	ENSG00000135914.5	0.170	2.170	-1.438	7.03e-42
SERPINE2	ENSG00000135919.12	47.669	10.860	2.037	4.11e-55
MFSD9	ENSG00000135953.10	10.840	4.820	1.025	1.24e-46
STAB2	ENSG00000136011.14	0.170	1.360	-1.012	5.27e-73
VILL	ENSG00000136059.14	27.050	11.340	1.185	3.07e-5
TBC1D4	ENSG00000136111.12	11.660	4.540	1.192	2.53e-71
LMO7	ENSG00000136153.19	87.353	9.970	3.010	3.60e-75
NUDT15	ENSG00000136159.3	24.390	7.580	1.565	3.88e-115
GPNMB	ENSG00000136235.15	22.079	53.179	-1.231	8.55e-21
KDELR2	ENSG00000136240.9	145.744	61.349	1.235	8.20e-79
NACAD	ENSG00000136274.8	0.320	6.080	-2.423	5.68e-105
TTYH3	ENSG00000136295.14	49.189	13.320	1.809	1.28e-144
GALNT5	ENSG00000136542.8	8.340	0.410	2.728	1.86e-69
SCN7A	ENSG00000136546.13	0.040	16.280	-4.054	8.84e-133
SKIL	ENSG00000136603.13	11.920	5.260	1.045	2.42e-68
HLX	ENSG00000136630.12	4.530	27.050	-2.343	1.48e-72
IL1RN	ENSG00000136689.18	9.440	1.260	2.208	4.84e-70
UGGT1	ENSG00000136731.12	18.500	6.610	1.357	1.54e-117
GYPC	ENSG00000136732.14	7.280	65.798	-3.012	3.01e-97
TXN	ENSG00000136810.12	519.614	173.032	1.581	1.11e-74
SMC2	ENSG00000136824.18	9.720	2.830	1.485	1.33e-142
KLF4	ENSG00000136826.14	25.440	56.199	-1.113	2.96e-18
TMOD1	ENSG00000136842.13	0.910	19.180	-3.401	2.80e-114
SLC31A1	ENSG00000136868.10	18.610	6.240	1.438	3.13e-86
KIF12	ENSG00000136883.12	13.170	2.210	2.142	1.16e-40
MYC	ENSG00000136997.14	141.023	31.780	2.115	4.49e-81
IL11RA	ENSG00000137070.17	4.000	42.299	-3.114	1.52e-149
TLN1	ENSG00000137076.18	89.263	316.135	-1.813	2.54e-40
SPAG8	ENSG00000137098.13	0.350	2.590	-1.411	1.92e-86
RPS6	ENSG00000137154.12	3725.968	1779.800	1.065	2.51e-41
FOXP4	ENSG00000137166.14	41.020	18.860	1.081	9.12e-89
PPIL1	ENSG00000137168.7	29.421	10.280	1.431	2.20e-119
TINAG	ENSG00000137251.15	6.100	0.890	1.909	1.05e-6
TUBB2A	ENSG00000137267.5	18.220	52.702	-1.482	2.02e-29
FOXF2	ENSG00000137273.3	2.240	19.721	-2.677	5.65e-104
TUBB2B	ENSG00000137285.9	2.120	11.070	-1.952	9.68e-42
UQCC2	ENSG00000137288.9	89.971	41.671	1.092	1.09e-81
HMGA1	ENSG00000137309.19	333.651	28.709	3.494	1.06e-161
TCF19	ENSG00000137310.11	11.930	4.180	1.320	4.09e-99
IER3	ENSG00000137331.11	204.066	47.359	2.084	6.61e-84
PGBD1	ENSG00000137338.5	0.930	3.760	-1.302	5.11e-58
TPMT	ENSG00000137364.4	24.680	7.350	1.621	4.73e-50
FGFBP1	ENSG00000137440.4	6.780	1.290	1.764	2.34e-7
FGFBP2	ENSG00000137441.7	0.140	3.300	-1.915	2.27e-95
FHDC1	ENSG00000137460.8	4.260	1.500	1.073	1.88e-41
NARS2	ENSG00000137513.9	18.210	6.980	1.267	4.17e-127
MRPL15	ENSG00000137547.8	75.619	34.470	1.111	2.99e-86
PI15	ENSG00000137558.7	0.300	2.490	-1.425	1.37e-54
TTPA	ENSG00000137561.4	2.020	0.450	1.059	6.46e-39
GGH	ENSG00000137563.11	100.210	7.610	3.555	1.49e-95
TGS1	ENSG00000137574.10	12.170	5.380	1.046	8.54e-121
SORL1	ENSG00000137642.12	16.370	5.930	1.326	2.64e-40
TMPRSS4	ENSG00000137648.16	132.137	9.120	3.718	1.38e-59
TRPC6	ENSG00000137672.12	0.350	2.110	-1.204	3.97e-79
MMP7	ENSG00000137673.8	37.139	0.090	5.129	1.45e-181
TRIM29	ENSG00000137699.16	41.900	2.020	3.828	1.09e-174
SLC37A4	ENSG00000137700.16	29.761	12.820	1.154	8.78e-34
RDX	ENSG00000137710.14	5.450	20.120	-1.711	7.84e-40
FXYD6	ENSG00000137726.15	8.220	188.509	-4.361	1.40e-90
TMPRSS13	ENSG00000137747.14	3.060	0.210	1.746	2.42e-100
MAPKBP1	ENSG00000137802.13	3.210	10.090	-1.397	2.68e-68
NUSAP1	ENSG00000137804.12	31.130	3.400	2.868	2.11e-136
KIF23	ENSG00000137807.13	12.270	2.140	2.079	6.77e-129
ITGA11	ENSG00000137809.16	4.510	1.190	1.331	5.63e-47
PARP6	ENSG00000137817.16	19.560	58.108	-1.524	1.11e-53
ITPKA	ENSG00000137825.10	6.880	2.090	1.351	9.76e-5
STRA6	ENSG00000137868.18	2.630	0.130	1.684	9.84e-94
SEMA6D	ENSG00000137872.15	1.240	5.860	-1.615	3.41e-85
GCHFR	ENSG00000137880.5	37.681	9.480	1.884	1.53e-76
TTLL7	ENSG00000137941.16	0.420	4.400	-1.927	1.92e-92
GIPC2	ENSG00000137960.5	10.230	2.410	1.720	4.95e-41
RPL7P9	ENSG00000137970.7	75.300	22.290	1.712	1.00e-123
IFT172	ENSG00000138002.14	71.209	33.880	1.050	1.90e-51
EPT1	ENSG00000138018.17	9.150	3.800	1.080	1.00e-124
SLC5A6	ENSG00000138074.14	45.940	18.230	1.287	8.75e-82
SLC3A1	ENSG00000138079.13	6.860	1.040	1.946	4.05e-8
LOXL4	ENSG00000138131.3	0.430	4.700	-1.995	5.16e-86
KIF11	ENSG00000138160.5	10.930	0.640	2.863	3.79e-173
KIF20B	ENSG00000138182.14	5.230	1.080	1.583	7.32e-171
PLCE1	ENSG00000138193.14	3.650	10.680	-1.329	4.80e-63
RBP4	ENSG00000138207.12	7.930	2.950	1.177	7.06e-20
PLA2G12B	ENSG00000138308.5	1.480	0.120	1.147	2.51e-11
IDH1	ENSG00000138413.13	101.131	29.549	1.741	1.38e-50
OLA1	ENSG00000138430.15	132.348	36.201	1.842	3.49e-167
WDR12	ENSG00000138442.9	51.771	16.781	1.569	6.65e-145
SLC40A1	ENSG00000138449.10	65.190	18.371	1.773	1.02e-51
SENP7	ENSG00000138468.15	2.740	9.560	-1.498	3.03e-91
GLCE	ENSG00000138604.9	21.159	7.160	1.441	2.04e-103
FGF2	ENSG00000138685.12	0.460	8.530	-2.707	6.43e-82
KIAA1109	ENSG00000138688.15	9.800	23.870	-1.203	1.09e-85
MMRN1	ENSG00000138722.9	0.470	6.510	-2.353	1.16e-107
PDE5A	ENSG00000138735.15	4.130	21.780	-2.151	3.04e-92
GSTCD	ENSG00000138780.14	4.140	1.570	1.000	2.20e-125
LEF1	ENSG00000138795.9	8.900	1.870	1.786	1.59e-89
SLC39A8	ENSG00000138821.12	24.271	5.500	1.959	1.08e-50
MAPK8IP3	ENSG00000138834.12	15.250	49.879	-1.647	3.73e-61
KIAA1644	ENSG00000138944.7	0.210	8.240	-2.933	3.69e-88
ERP27	ENSG00000139055.6	1.980	0.380	1.111	1.61e-54
GABARAPL1	ENSG00000139112.10	15.401	67.921	-2.071	1.19e-85
YARS2	ENSG00000139131.12	22.860	8.830	1.279	4.71e-131
FAM60A	ENSG00000139146.13	60.909	14.860	1.965	2.88e-177
PRICKLE1	ENSG00000139174.10	0.630	2.950	-1.277	1.65e-42
VAMP1	ENSG00000139190.16	2.890	16.870	-2.200	6.88e-102
PIANP	ENSG00000139200.13	0.160	2.560	-1.618	2.49e-129
RPL14P1	ENSG00000139239.7	26.960	11.810	1.126	2.02e-80
PHLDA1	ENSG00000139289.13	26.690	3.760	2.540	9.67e-131
TMEM19	ENSG00000139291.13	16.530	7.410	1.060	2.63e-49
LGR5	ENSG00000139292.12	14.410	0.500	3.361	4.29e-130
POC1B	ENSG00000139323.13	20.800	7.260	1.400	5.29e-140
LUM	ENSG00000139329.4	232.227	103.457	1.159	7.89e-14
SNRPF	ENSG00000139343.10	57.368	18.539	1.579	9.72e-149
SDSL	ENSG00000139410.14	14.580	4.720	1.446	7.41e-46
SLC7A1	ENSG00000139514.12	24.080	7.750	1.519	1.61e-96
PDX1	ENSG00000139515.5	7.990	0.020	3.140	1.16e-241
LNX2	ENSG00000139517.7	10.710	4.090	1.202	3.57e-81
SLC39A5	ENSG00000139540.11	52.940	16.030	1.663	8.90e-12
N4BP2L1	ENSG00000139597.16	5.990	14.470	-1.146	1.76e-46
MAP3K12	ENSG00000139625.12	2.430	21.110	-2.688	8.82e-113
GALNT6	ENSG00000139629.15	25.960	1.770	3.283	2.77e-195
LMBR1L	ENSG00000139636.15	18.610	53.578	-1.477	3.29e-72
TMBIM6	ENSG00000139644.12	454.708	221.367	1.035	3.87e-44
RHOF	ENSG00000139725.7	12.990	5.950	1.009	1.08e-7
SLAIN1	ENSG00000139737.21	0.790	3.020	-1.167	3.55e-24
RAB20	ENSG00000139832.4	34.849	14.110	1.246	3.62e-78
GRTP1	ENSG00000139835.13	32.329	14.580	1.097	2.83e-38
NOVA1	ENSG00000139910.19	0.200	8.080	-2.920	3.93e-128
FRMD6	ENSG00000139926.15	2.920	10.780	-1.587	9.11e-44
PELI2	ENSG00000139946.9	1.700	4.840	-1.113	1.62e-74
RTN1	ENSG00000139970.16	1.110	6.700	-1.868	3.12e-70
RAB15	ENSG00000139998.14	33.681	8.230	1.910	2.29e-96
FBLN5	ENSG00000140092.14	6.210	54.628	-2.948	1.23e-101
SORD	ENSG00000140263.13	44.600	5.130	2.895	1.05e-191
SLC27A2	ENSG00000140284.10	16.110	0.870	3.194	1.29e-51
FGF7	ENSG00000140285.9	2.220	16.810	-2.468	5.01e-58
HDC	ENSG00000140287.10	0.400	2.410	-1.284	1.61e-50
GCNT3	ENSG00000140297.12	30.189	4.130	2.604	3.40e-11
SCAPER	ENSG00000140386.12	4.980	10.980	-1.002	1.60e-75
TSPAN3	ENSG00000140391.14	262.413	117.922	1.147	4.87e-23
NEIL1	ENSG00000140398.13	8.040	35.341	-2.007	4.52e-96
MAN2C1	ENSG00000140400.14	39.879	155.793	-1.939	1.44e-68
TPM1	ENSG00000140416.19	239.004	1599.604	-2.737	1.86e-60
ULK3	ENSG00000140474.12	19.660	41.360	-1.036	1.74e-54
PCSK6	ENSG00000140479.16	10.560	4.780	1.000	1.95e-20
FANCI	ENSG00000140525.17	16.880	3.310	2.053	1.02e-164
TICRR	ENSG00000140534.13	2.790	0.890	1.004	6.25e-85
NTRK3	ENSG00000140538.16	0.090	2.000	-1.461	1.49e-95
MFGE8	ENSG00000140545.14	49.339	109.690	-1.137	3.76e-29
PMM2	ENSG00000140650.11	47.140	17.430	1.385	1.39e-93
TGFB1I1	ENSG00000140682.18	16.410	168.055	-3.279	1.58e-70
NKD1	ENSG00000140807.5	7.910	1.920	1.609	2.49e-49
MARVELD3	ENSG00000140832.9	17.410	1.890	2.671	5.51e-30
IRF8	ENSG00000140968.10	20.250	7.160	1.381	5.69e-41
RHOT2	ENSG00000140983.13	53.201	118.069	-1.135	1.23e-39
RPS2	ENSG00000140988.15	3907.959	1346.874	1.536	7.44e-76
TIGD7	ENSG00000140993.10	0.710	2.590	-1.070	1.51e-63
MYOCD	ENSG00000141052.17	0.450	13.560	-3.328	1.98e-94
NOB1	ENSG00000141101.12	77.939	24.080	1.654	9.80e-168
TOM1L1	ENSG00000141198.13	36.359	14.510	1.268	2.71e-87
SGSM2	ENSG00000141258.12	10.410	47.241	-2.080	1.35e-92
SKAP1	ENSG00000141293.15	9.290	1.420	2.088	8.66e-101
PTRH2	ENSG00000141378.14	32.769	13.910	1.179	4.04e-111
GNAL	ENSG00000141404.15	1.020	4.360	-1.408	4.39e-72
OSBPL1A	ENSG00000141447.16	8.360	25.120	-1.481	2.69e-83
GATA6	ENSG00000141448.8	14.190	6.360	1.045	1.95e-47
TP53	ENSG00000141510.15	56.121	14.860	1.849	4.80e-78
SLC16A3	ENSG00000141526.14	70.150	20.649	1.717	9.21e-65
TTYH2	ENSG00000141540.10	1.190	4.660	-1.370	4.67e-65
MAPK4	ENSG00000141639.11	0.030	3.100	-1.993	1.18e-85
TNFRSF11A	ENSG00000141655.15	7.170	2.270	1.321	6.78e-14
PMAIP1	ENSG00000141682.11	8.070	1.300	1.979	5.00e-136
GRB7	ENSG00000141738.13	28.230	2.090	3.242	1.86e-95
PNMT	ENSG00000141744.3	0.210	2.410	-1.495	4.86e-66
IGFBP4	ENSG00000141753.6	184.515	376.628	-1.025	6.27e-15
NFIC	ENSG00000141905.17	15.020	40.830	-1.385	3.66e-33
PPAP2C	ENSG00000141934.9	138.246	7.850	3.976	2.30e-93
TMEM91	ENSG00000142046.14	2.360	13.470	-2.107	3.88e-87
HUNK	ENSG00000142149.8	4.990	1.160	1.471	7.12e-55
TRPM2	ENSG00000142185.16	17.960	2.590	2.401	1.61e-94
LMTK3	ENSG00000142235.8	1.710	0.310	1.049	1.13e-121
WTIP	ENSG00000142279.12	2.090	6.120	-1.204	2.47e-39
TM4SF5	ENSG00000142484.6	23.980	1.460	3.344	3.53e-66
FAM71E1	ENSG00000142530.10	3.410	0.870	1.238	1.57e-130
EPHA2	ENSG00000142627.12	30.279	6.700	2.022	6.37e-109
PGD	ENSG00000142657.20	97.288	31.899	1.579	5.10e-92
MYOM3	ENSG00000142661.18	4.860	0.200	2.288	2.62e-116
SH3BGRL3	ENSG00000142669.13	261.251	123.750	1.072	8.20e-39
IL22RA1	ENSG00000142677.3	20.810	0.750	3.640	2.12e-80
ZNF593	ENSG00000142684.7	18.950	6.210	1.468	3.06e-154
EVA1B	ENSG00000142694.6	8.160	18.950	-1.123	2.47e-44
PLK4	ENSG00000142731.10	7.410	1.200	1.935	1.49e-129
MAP3K6	ENSG00000142733.14	9.440	32.079	-1.664	1.03e-57
SYTL1	ENSG00000142765.17	10.470	4.080	1.175	3.07e-25
HSPG2	ENSG00000142798.16	46.109	162.770	-1.798	4.96e-34
SERBP1	ENSG00000142864.14	175.764	78.113	1.160	7.32e-79
KIF2C	ENSG00000142945.12	16.999	1.460	2.871	1.87e-173
SYPL2	ENSG00000143028.8	0.110	3.720	-2.088	4.71e-85
SLC44A3	ENSG00000143036.16	35.579	6.250	2.335	1.25e-57
PSMA5	ENSG00000143106.12	96.121	38.159	1.310	2.99e-101
ITGA10	ENSG00000143127.12	0.190	2.850	-1.694	7.81e-98
GPA33	ENSG00000143167.11	81.899	8.730	3.091	1.76e-23
RXRG	ENSG00000143171.12	0.050	1.700	-1.363	5.26e-97
UCK2	ENSG00000143179.12	38.080	14.860	1.301	5.71e-97
TMCO1	ENSG00000143183.16	103.228	39.749	1.355	2.81e-49
PVRL4	ENSG00000143217.8	6.810	0.310	2.576	1.52e-128
PPOX	ENSG00000143224.17	9.750	20.530	-1.002	6.24e-40
NUF2	ENSG00000143228.12	11.200	0.940	2.653	6.49e-180
RGS5	ENSG00000143248.12	19.070	44.699	-1.187	2.36e-19
PFDN2	ENSG00000143256.4	114.848	56.001	1.023	2.28e-77
HDGF	ENSG00000143321.18	288.074	108.322	1.403	4.73e-100
RGS16	ENSG00000143333.6	8.520	3.740	1.006	1.36e-15
RGL1	ENSG00000143344.15	2.700	8.060	-1.292	2.67e-64
RORC	ENSG00000143365.16	6.880	1.310	1.770	5.24e-17
SEMA6C	ENSG00000143434.15	1.580	6.920	-1.618	8.24e-82
POGZ	ENSG00000143442.21	12.760	32.910	-1.301	6.33e-63
INTS7	ENSG00000143493.12	12.140	4.100	1.365	9.38e-161
SMYD2	ENSG00000143499.13	30.060	11.720	1.288	5.07e-141
TPM3	ENSG00000143549.19	343.864	98.298	1.796	1.02e-74
KCNN3	ENSG00000143603.18	0.430	2.580	-1.324	6.15e-64
ILF2	ENSG00000143621.16	151.586	64.119	1.228	1.44e-99
MLK4	ENSG00000143674.10	6.580	0.700	2.157	3.43e-70
ITPKB	ENSG00000143772.9	5.660	24.080	-1.913	2.05e-54
WNT9A	ENSG00000143816.7	0.440	7.920	-2.631	4.98e-86
EPHX1	ENSG00000143819.12	32.931	67.578	-1.015	3.30e-34
ETNK2	ENSG00000143845.14	1.260	3.930	-1.125	2.40e-32
PLEKHA6	ENSG00000143850.12	28.249	9.890	1.425	2.33e-37
OSR1	ENSG00000143867.6	0.360	11.960	-3.252	4.05e-117
PDIA6	ENSG00000143870.12	222.074	72.690	1.598	2.65e-104
RHOB	ENSG00000143878.9	84.588	332.912	-1.964	8.71e-32
SNRPG	ENSG00000143977.13	162.590	67.620	1.253	1.72e-90
MEIS1	ENSG00000143995.19	2.600	58.310	-4.042	8.13e-112
MALL	ENSG00000144063.3	39.639	12.450	1.595	6.56e-10
RABL2A	ENSG00000144134.18	6.470	15.730	-1.163	1.35e-66
GPR17	ENSG00000144230.16	0.130	7.630	-2.933	1.54e-95
POLR2D	ENSG00000144231.10	21.830	8.000	1.343	1.85e-141
GULP1	ENSG00000144366.15	4.070	9.760	-1.086	6.25e-31
HSPD1	ENSG00000144381.16	443.902	113.048	1.964	4.60e-119
HES6	ENSG00000144485.10	51.140	16.030	1.614	7.21e-89
FANCD2	ENSG00000144554.10	11.410	3.110	1.594	8.49e-116
RBMS3	ENSG00000144642.20	0.440	4.900	-2.035	6.12e-106
FAM198A	ENSG00000144649.8	0.320	3.330	-1.714	8.81e-85
LRIG1	ENSG00000144749.13	22.579	50.219	-1.119	2.15e-26
RP11-977G19.10	ENSG00000144785.8	2.040	0.000	1.604	5.49e-54
PHLDB2	ENSG00000144824.19	2.250	29.931	-3.251	6.56e-81
TAGLN3	ENSG00000144834.12	0.100	4.080	-2.207	1.43e-80
IGSF11	ENSG00000144847.12	0.030	1.540	-1.302	2.12e-85
NR1I2	ENSG00000144852.16	21.980	2.460	2.732	5.47e-29
SRPRB	ENSG00000144867.11	54.738	15.790	1.731	3.46e-142
TRPC1	ENSG00000144935.14	0.520	4.650	-1.894	2.79e-81
NCEH1	ENSG00000144959.9	12.420	2.120	2.105	9.97e-102
LPP	ENSG00000145012.12	7.370	41.080	-2.330	4.55e-83
NICN1	ENSG00000145029.11	5.480	14.910	-1.296	9.34e-83
MANF	ENSG00000145050.15	141.778	55.169	1.346	2.27e-67
ILDR1	ENSG00000145103.12	6.740	0.400	2.467	5.35e-48
SLIT2	ENSG00000145147.19	0.610	7.080	-2.327	3.55e-71
LYAR	ENSG00000145220.13	27.140	9.570	1.413	1.09e-130
OCIAD2	ENSG00000145247.11	182.619	27.450	2.690	6.26e-136
SCD5	ENSG00000145284.11	2.790	7.690	-1.197	9.29e-22
PLAC8	ENSG00000145287.10	47.930	16.160	1.512	2.60e-4
SNCA	ENSG00000145335.15	1.330	12.240	-2.506	2.62e-72
TIFA	ENSG00000145365.10	6.260	2.620	1.004	5.25e-55
SFRP2	ENSG00000145423.4	13.650	33.871	-1.251	7.18e-12
NKD2	ENSG00000145506.13	13.780	3.630	1.675	2.68e-40
SRD5A1	ENSG00000145545.11	11.410	2.770	1.719	3.10e-132
MYO10	ENSG00000145555.14	21.720	5.860	1.728	3.64e-88
FAM105A	ENSG00000145569.5	23.350	4.660	2.105	3.07e-61
RPL37	ENSG00000145592.13	2698.420	1176.185	1.197	1.93e-58
SKP2	ENSG00000145604.15	12.440	3.760	1.497	2.55e-149
OSMR	ENSG00000145623.12	3.230	11.280	-1.538	4.01e-44
GZMA	ENSG00000145649.7	5.340	1.580	1.297	1.82e-15
PIK3R1	ENSG00000145675.14	10.220	21.970	-1.034	4.55e-41
SSBP2	ENSG00000145687.15	3.170	24.130	-2.591	5.37e-120
G3BP1	ENSG00000145907.14	60.972	19.370	1.605	3.48e-139
ZNF300	ENSG00000145908.12	0.360	2.460	-1.347	3.70e-58
NHP2	ENSG00000145912.8	171.088	78.021	1.123	1.80e-81
KCNMB1	ENSG00000145936.8	0.660	37.160	-4.523	3.93e-98
FAM50B	ENSG00000145945.5	1.390	6.150	-1.581	6.98e-55
TBC1D7	ENSG00000145979.17	21.381	10.050	1.018	1.10e-100
GFOD1	ENSG00000145990.10	1.550	4.170	-1.020	9.44e-80
GFRA3	ENSG00000146013.10	0.180	3.310	-1.869	1.71e-80
FAM193B	ENSG00000146067.15	21.381	72.298	-1.712	1.25e-69
PLA2G7	ENSG00000146070.16	4.200	0.630	1.674	7.85e-49
TNFRSF21	ENSG00000146072.6	37.909	15.390	1.247	2.21e-66
RASGEF1C	ENSG00000146090.15	0.030	1.120	-1.041	1.56e-77
PRIM2	ENSG00000146143.17	11.210	4.240	1.220	3.67e-165
FGD2	ENSG00000146192.14	1.780	6.720	-1.474	3.63e-72
NFKBIE	ENSG00000146232.14	14.240	4.890	1.372	4.25e-115
MMS22L	ENSG00000146263.11	4.060	1.180	1.215	1.11e-138
FAXC	ENSG00000146267.11	0.890	13.280	-2.918	1.07e-61
RNF217	ENSG00000146373.16	1.990	8.260	-1.631	1.08e-55
RSPO3	ENSG00000146374.13	0.850	4.050	-1.449	2.39e-45
MTFR2	ENSG00000146410.11	6.820	0.780	2.135	5.98e-180
VIP	ENSG00000146469.12	1.250	25.671	-3.567	2.85e-95
SDK1	ENSG00000146555.18	0.610	4.010	-1.638	9.36e-55
MDH2	ENSG00000146701.11	255.485	119.784	1.086	3.02e-62
PSPH	ENSG00000146733.13	15.740	4.240	1.676	3.72e-140
TMEM209	ENSG00000146842.16	9.410	4.060	1.041	7.31e-113
EPHA1	ENSG00000146904.8	15.770	7.050	1.059	1.45e-70
NCAPG2	ENSG00000146918.19	14.810	3.100	1.947	3.45e-172
NLGN4X	ENSG00000146938.14	0.190	1.630	-1.144	7.59e-88
RAB19	ENSG00000146955.10	1.660	0.150	1.210	3.84e-37
SH3KBP1	ENSG00000147010.17	29.339	11.390	1.292	9.45e-47
TMEM47	ENSG00000147027.3	3.020	16.370	-2.111	2.97e-63
SLC16A2	ENSG00000147100.9	1.390	5.480	-1.439	9.65e-38
OGT	ENSG00000147162.13	32.239	75.698	-1.206	4.27e-28
ITGB1BP2	ENSG00000147166.10	0.590	4.190	-1.707	5.36e-74
IL2RG	ENSG00000147168.12	67.120	10.370	2.583	5.52e-64
GPC3	ENSG00000147257.13	1.470	4.200	-1.074	5.57e-15
NSDHL	ENSG00000147383.10	28.181	10.080	1.397	4.34e-123
ZNF185	ENSG00000147394.18	7.570	1.970	1.529	3.81e-75
GNRH1	ENSG00000147437.9	0.500	4.340	-1.832	7.61e-120
TACC1	ENSG00000147526.19	23.789	61.239	-1.328	7.54e-35
GINS4	ENSG00000147536.11	4.790	0.650	1.811	1.94e-145
MRPS28	ENSG00000147586.9	57.380	27.689	1.025	8.46e-75
LACTB2	ENSG00000147592.8	35.370	9.640	1.773	5.31e-128
MTDH	ENSG00000147649.9	49.969	21.259	1.195	1.52e-72
RSPO2	ENSG00000147655.10	0.110	2.580	-1.689	9.31e-84
MAL2	ENSG00000147676.13	121.734	4.240	4.550	2.03e-90
SLC39A4	ENSG00000147804.9	132.311	26.629	2.271	3.29e-57
SIGMAR1	ENSG00000147955.16	102.500	42.001	1.267	2.94e-111
NTRK2	ENSG00000148053.15	0.350	1.980	-1.142	5.97e-17
STOM	ENSG00000148175.12	31.999	128.301	-1.970	3.87e-57
GSN	ENSG00000148180.16	129.364	656.885	-2.335	3.07e-79
POLE3	ENSG00000148229.12	52.308	24.700	1.053	2.70e-91
SURF4	ENSG00000148248.13	126.587	60.580	1.051	3.18e-70
NTMT1	ENSG00000148335.14	52.348	21.711	1.232	1.69e-113
FAM73B	ENSG00000148343.18	11.370	27.170	-1.187	1.95e-83
LCN2	ENSG00000148346.11	489.918	6.530	6.027	1.99e-91
HMCN2	ENSG00000148357.16	1.960	24.040	-3.081	1.57e-115
NACC2	ENSG00000148411.7	5.180	18.000	-1.620	1.42e-51
USP6NL	ENSG00000148429.14	10.180	4.240	1.093	2.01e-127
PDSS1	ENSG00000148459.15	17.850	5.890	1.452	3.76e-66
ZEB1	ENSG00000148516.21	3.060	34.530	-3.129	7.01e-73
FAM13C	ENSG00000148541.12	0.740	5.350	-1.868	1.45e-78
PLEKHS1	ENSG00000148735.14	14.650	0.450	3.432	5.86e-137
MKI67	ENSG00000148773.12	30.700	1.550	3.636	1.14e-141
INA	ENSG00000148798.9	0.050	1.310	-1.138	1.67e-67
FUOM	ENSG00000148803.11	25.500	9.090	1.393	5.11e-47
RGS10	ENSG00000148908.14	29.960	67.251	-1.140	7.35e-32
HSD17B12	ENSG00000149084.11	72.978	26.611	1.422	2.47e-97
PAMR1	ENSG00000149090.11	1.730	6.810	-1.516	2.35e-70
SERPING1	ENSG00000149131.15	67.620	261.886	-1.938	9.04e-48
SSRP1	ENSG00000149136.7	104.083	49.210	1.065	5.28e-86
KLHL35	ENSG00000149243.15	2.270	0.340	1.287	3.24e-110
RPS3	ENSG00000149273.14	3468.989	1588.335	1.127	4.64e-47
NCAM1	ENSG00000149294.16	0.680	28.349	-4.127	1.45e-149
ST14	ENSG00000149418.10	208.441	10.920	4.135	3.05e-59
HYOU1	ENSG00000149428.18	77.950	28.300	1.430	9.18e-84
TKFC	ENSG00000149476.14	53.330	21.091	1.298	1.68e-78
INCENP	ENSG00000149503.12	18.010	4.870	1.695	1.80e-133
FEZ1	ENSG00000149557.12	2.930	29.380	-2.951	1.64e-88
